name,characteristics,cost_in_game,image
War Traveler,Unique boots / huge magic find / +damage / vit,600,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M40%2C20%20L54%2C20%20L54%2C56%20L76%2C56%20Q84%2C56%2084%2C66%20L84%2C76%20L40%2C76%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%2244%22%20height%3D%225%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2276%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Sandstorm Trek,Unique boots / faster run / stamina / str + vit,600,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M40%2C20%20L54%2C20%20L54%2C56%20L76%2C56%20Q84%2C56%2084%2C66%20L84%2C76%20L40%2C76%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%2244%22%20height%3D%225%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2276%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Marrowwalk,Unique boots / +skeleton skills / bone prison / str,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M40%2C20%20L54%2C20%20L54%2C56%20L76%2C56%20Q84%2C56%2084%2C66%20L84%2C76%20L40%2C76%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%2244%22%20height%3D%225%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2276%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Gore Rider,Unique boots / crushing blow / open wounds / deadly strike,500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M40%2C20%20L54%2C20%20L54%2C56%20L76%2C56%20Q84%2C56%2084%2C66%20L84%2C76%20L40%2C76%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%2244%22%20height%3D%225%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2276%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Shadow Dancer,Unique boots / +shadow skills / dex / faster run,600,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M40%2C20%20L54%2C20%20L54%2C56%20L76%2C56%20Q84%2C56%2084%2C66%20L84%2C76%20L40%2C76%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%2244%22%20height%3D%225%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2276%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Waterwalk,Unique boots / +life / faster run / dex,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M40%2C20%20L54%2C20%20L54%2C56%20L76%2C56%20Q84%2C56%2084%2C66%20L84%2C76%20L40%2C76%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%2244%22%20height%3D%225%22%20fill%3D%22%231F2738%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2240%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2276%22%20y%3D%2271%22%20width%3D%228%22%20height%3D%225%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Death's Web,Unique wand / -enemy poison res / +poison & bone skills,8000,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Windforce,Unique bow / huge damage / knockback / mana leech,4000,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M36%2C14%20Q74%2C50%2036%2C86%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%226%22%20fill%3D%22none%22%20stroke-linecap%3D%22round%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2236%22%20y1%3D%2214%22%20x2%3D%2236%22%20y2%3D%2286%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2234%22%20y1%3D%2250%22%20x2%3D%2282%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2274%2C44%2086%2C50%2074%2C56%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Death's Fathom,Unique orb / +cold skills / +cold mastery,3000,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Eaglehorn,Unique bow / +bow skills / CBF / +dex,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpath%20d%3D%22M36%2C14%20Q74%2C50%2036%2C86%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%226%22%20fill%3D%22none%22%20stroke-linecap%3D%22round%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2236%22%20y1%3D%2214%22%20x2%3D%2236%22%20y2%3D%2286%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%223%22%2F%3E%0A%20%20%20%20%3Cline%20x1%3D%2234%22%20y1%3D%2250%22%20x2%3D%2282%22%20y2%3D%2250%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%224%22%2F%3E%0A%20%20%20%20%3Cpolygon%20points%3D%2274%2C44%2086%2C50%2074%2C56%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Doombringer,Unique sword / +damage / DR / chance to cast weaken,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
The Reaper's Toll,Unique polearm / decrepify proc / deadly strike,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Tomb Reaver,Unique polearm / +skills / MF / huge damage vs undead,1500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Azurewrath,Unique sword / +skills / sanctuary / magic damage,600,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Schaefer's Hammer,Unique hammer / static field proc / +lightning skills,500,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Stormlash,Unique mace / static field / tornado / CB,800,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Lightsabre,Unique sword / +lightning damage / chance to cast charged bolt,400,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
The Oculus,Unique orb / +3 sorc skills / FCR / MF / teleport,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Wizardspike,Unique knife / FCR / all res / mana,300,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Cpolygon%20points%3D%2250%2C6%2055%2C22%2055%2C58%2045%2C58%2045%2C22%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2233%22%20y%3D%2258%22%20width%3D%2234%22%20height%3D%227%22%20rx%3D%222%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Crect%20x%3D%2246%22%20y%3D%2265%22%20width%3D%228%22%20height%3D%2218%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2250%22%20cy%3D%2286%22%20r%3D%226%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Heaven's Light,Unique mace / +to-hit / reduced requirements,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Ribcracker,Unique staff / +damage / crushing blow / faster block,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Ccircle%20cx%3D%2250%22%20cy%3D%2248%22%20r%3D%2226%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Ccircle%20cx%3D%2241%22%20cy%3D%2239%22%20r%3D%227%22%20fill%3D%22%231F2738%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
Bonehew,Unique polearm / +bone skills / corpse explosion proc,200,"data:image/svg+xml,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20width%3D%22300%22%20height%3D%22300%22%3E%3Crect%20width%3D%22300%22%20height%3D%22300%22%20fill%3D%22%231F2738%22%2F%3E%3Crect%20x%3D%2210%22%20y%3D%2210%22%20width%3D%22280%22%20height%3D%22280%22%20rx%3D%2214%22%20fill%3D%22none%22%20stroke%3D%22%23C9A24A%22%20stroke-width%3D%222%22%2F%3E%3Cg%20transform%3D%22translate%2865%2C65%29%20scale%281.7%29%22%3E%3Crect%20x%3D%2247%22%20y%3D%2210%22%20width%3D%226%22%20height%3D%2280%22%20rx%3D%223%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M47%2C16%20C30%2C18%2020%2C26%2018%2C40%20L47%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%0A%20%20%20%20%3Cpath%20d%3D%22M53%2C16%20C70%2C18%2080%2C26%2082%2C40%20L53%2C44%20Z%22%20fill%3D%22%23C9A24A%22%2F%3E%3C%2Fg%3E%3C%2Fsvg%3E"
